grad_rate,name,carnegie_class,total_enroll,pct_admitted,n_bach,n_mast,n_doc,tuition_fees,percent_fin_aid,avg_salary,n_grad,good_grad_rate
34,Lakes Region Community College,Associate's Colleges: High Career & Technical-High Nontraditional,645,NA,NA,NA,NA,6720,97,58807,NA,0
37,Manchester Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,1976,NA,NA,NA,NA,7090,87,67957,NA,0
40,Nashua Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,1245,NA,NA,NA,NA,7140,85,68245,NA,0
24,Great Bay Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,1415,NA,NA,NA,NA,7200,86,66989,NA,0
58,Rivier University,Master's Colleges & Universities: Medium Programs,2551,84,275,260,4,35512,99,68753,264,0
85,Saint Anselm College,Baccalaureate Colleges: Arts & Sciences Focus,1977,82,514,0,0,43910,100,82693,0,1
NA,St Joseph School of Nursing,Special Focus Two-Year: Health Professions,135,NA,NA,NA,NA,22764,0,72062,NA,NA
15,Granite State College,Master's Colleges & Universities: Small Programs,1425,NA,353,63,0,7791,92,59360,63,0
70,Thomas More College of Liberal Arts,Baccalaureate Colleges: Arts & Sciences Focus,89,NA,16,0,0,25200,96,47328,0,1
56,Eastwick College-Hackensack,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,562,NA,NA,NA,NA,17424,100,43939,NA,0
23,Atlantic Cape Community College,Associate's Colleges: High Transfer-High Traditional,4278,NA,NA,NA,NA,5340,100,62866,NA,0
25,Bergen Community College,Associate's Colleges: High Transfer-High Traditional,11192,NA,NA,NA,NA,4573,97,78108,NA,0
44,Berkeley College-Woodland Park,Master's Colleges & Universities: Small Programs,2078,NA,387,104,0,27600,97,64865,104,0
NA,Beth Medrash Govoha,Special Focus Four-Year: Faith-Related Institutions,8097,NA,463,392,0,NA,NA,78241,392,NA
34,Bloomfield College,Baccalaureate Colleges: Arts & Sciences Focus,1153,78,264,1,0,30680,99,91519,1,0
29,Brookdale Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,9896,NA,NA,NA,NA,5599,99,77686,NA,0
29,Rowan College at Burlington County,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,6180,NA,NA,NA,NA,4730,54,55666,NA,0
68,Caldwell University,Master's Colleges & Universities: Medium Programs,2028,66,336,103,14,36900,98,75071,117,1
22,Camden County College,Associate's Colleges: High Transfer-High Nontraditional,7770,NA,NA,NA,NA,3648,97,71193,NA,0
62,Centenary University,Master's Colleges & Universities: Medium Programs,1498,97,301,116,10,34498,99,65423,126,0
33,County College of Morris,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,5838,NA,NA,NA,NA,5520,63,74987,NA,0
29,Rowan College of South Jersey-Cumberland Campus,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,2426,NA,NA,NA,NA,4710,100,60762,NA,0
74,Drew University,Baccalaureate Colleges: Arts & Sciences Focus,2092,73,373,98,62,42952,99,82973,160,1
17,Essex County College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,6466,NA,NA,NA,NA,5095,99,71009,NA,0
51,Fairleigh Dickinson University-Metropolitan Campus,Master's Colleges & Universities: Larger Programs,7285,84,632,637,0,33114,98,84561,637,0
52,Felician University,Master's Colleges & Universities: Medium Programs,2148,89,464,153,2,35700,100,70054,155,0
61,Fairleigh Dickinson University-Florham Campus,Master's Colleges & Universities: Larger Programs,2823,89,583,293,0,33114,100,77096,293,0
54,Georgian Court University,Master's Colleges & Universities: Larger Programs,1962,76,441,177,0,34481,100,73537,177,0
68,Rowan University,Doctoral Universities: High Research Activity,19535,77,4242,743,43,14376,93,90420,786,1
32,Rowan College of South Jersey-Gloucester Campus,Associate's Colleges: High Transfer-High Traditional,5441,NA,NA,NA,NA,4710,100,62647,NA,0
61,Eastwick College-Ramsey,Special Focus Four-Year: Other Health Professions Schools,719,NA,17,0,0,17166,100,27954,0,0
17,Hudson County Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,6683,NA,NA,NA,NA,4814,96,65625,NA,0
39,New Jersey City University,Master's Colleges & Universities: Larger Programs,6539,90,1215,441,28,15072,97,107569,469,0
51,Kean University,Doctoral/Professional Universities,12884,83,2434,671,25,12595,99,85853,696,0
17,Mercer County Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,5821,NA,NA,NA,NA,4728,61,73890,NA,0
27,Middlesex College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,9736,NA,NA,NA,NA,3996,59,85131,NA,0
68,Monmouth University,Master's Colleges & Universities: Larger Programs,5027,91,1064,579,0,41680,99,87572,579,1
65,Montclair State University,Doctoral Universities: High Research Activity,21784,91,3712,1479,28,13298,82,104883,1507,0
57,Eastwick College-Nutley,Special Focus Two-Year: Health Professions,415,NA,NA,NA,NA,15327,95,35601,NA,0
NA,New Brunswick Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,132,NA,0,12,7,NA,NA,63727,19,NA
74,New Jersey Institute of Technology,Doctoral Universities: Very High Research Activity,12332,66,1869,731,99,18016,93,117511,830,1
40,Ocean County College,Associate's Colleges: High Transfer-High Nontraditional,7186,NA,NA,NA,NA,5580,72,59422,NA,0
13,Passaic County Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,5119,NA,NA,NA,NA,5400,94,78539,NA,0
NA,Princeton Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,323,NA,0,106,10,NA,NA,89042,116,NA
97,Princeton University,Doctoral Universities: Very High Research Activity,8842,6,1257,680,447,56010,62,203047,1127,1
28,Rabbinical College of America,Special Focus Four-Year: Faith-Related Institutions,203,95,30,5,0,12000,100,45447,5,0
70,Ramapo College of New Jersey,Master's Colleges & Universities: Larger Programs,5478,70,1156,307,0,14952,89,104576,307,1
67,Rider University,Master's Colleges & Universities: Larger Programs,4054,84,800,373,13,36475,100,103447,386,1
65,Rutgers University-Camden,Doctoral Universities: High Research Activity,5966,77,1519,336,12,15657,96,117296,348,0
84,Rutgers University-New Brunswick,Doctoral Universities: Very High Research Activity,50637,66,8485,3105,698,15804,70,119251,3803,1
66,Rutgers University-Newark,Doctoral Universities: High Research Activity,11017,74,2348,1070,69,15208,95,133304,1139,1
60,Saint Peter's University,Master's Colleges & Universities: Larger Programs,3430,89,511,273,58,38760,100,79401,331,0
40,Salem Community College,Associate's Colleges: High Career & Technical-High Nontraditional,1111,NA,NA,NA,NA,5700,68,60191,NA,0
72,Seton Hall University,Doctoral Universities: High Research Activity,9623,75,1291,877,59,46880,100,97554,936,1
44,Saint Elizabeth University,Master's Colleges & Universities: Medium Programs,1122,72,188,138,31,34876,99,67008,169,0
32,Raritan Valley Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,6321,NA,NA,NA,NA,5232,50,74322,NA,0
88,Stevens Institute of Technology,Doctoral Universities: High Research Activity,9314,46,929,1282,67,56920,99,149099,1349,1
76,Stockton University,Doctoral/Professional Universities,9080,86,2146,272,21,14885,96,95116,293,1
20,Talmudical Academy-New Jersey,Special Focus Four-Year: Faith-Related Institutions,73,67,1,0,0,14300,100,19715,0,0
NA,Thomas Edison State University,Master's Colleges & Universities: Medium Programs,8248,NA,1629,194,0,7182,NA,NA,194,NA
86,The College of New Jersey,Master's Colleges & Universities: Larger Programs,7629,64,1721,391,0,17287,81,105270,391,1
35,Union County College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,7796,NA,NA,NA,NA,5281,84,102719,NA,0
56,William Paterson University of New Jersey,Master's Colleges & Universities: Larger Programs,9070,92,1849,632,0,14210,97,112654,632,0
28,Central New Mexico Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,19095,NA,NA,NA,NA,1674,97,61306,NA,0
9,Navajo Technical University,Tribal Colleges,1354,NA,35,2,0,4070,81,48380,2,0
17,New Mexico State University-Dona Ana,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,6662,NA,NA,NA,NA,1776,91,61791,NA,0
41,Clovis Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,2303,NA,NA,NA,NA,1376,98,52522,NA,0
41,Eastern New Mexico University-Main Campus,Master's Colleges & Universities: Larger Programs,5106,28,729,349,0,6648,98,69742,349,0
35,Eastern New Mexico University-Roswell Campus,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1856,NA,NA,NA,NA,2256,79,54180,NA,0
27,Institute of American Indian and Alaska Native Culture and Arts Development,Tribal Colleges,868,100,43,15,0,5321,97,63377,15,0
25,New Mexico Highlands University,Master's Colleges & Universities: Larger Programs,2677,NA,395,336,0,6876,100,69129,336,0
49,New Mexico Junior College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,2228,NA,NA,NA,NA,1440,83,60906,NA,0
44,New Mexico Military Institute,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,424,56,NA,NA,NA,6965,97,71180,NA,0
16,University of New Mexico-Gallup Campus,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,2113,NA,NA,NA,NA,1932,95,66930,NA,0
55,New Mexico Institute of Mining and Technology,Master's Colleges & Universities: Small Programs,1689,74,212,83,7,8425,99,86784,90,0
30,University of New Mexico-Los Alamos Campus,Associate's Colleges: High Transfer-High Nontraditional,1009,NA,NA,NA,NA,2076,98,51641,NA,0
52,University of New Mexico-Main Campus,Doctoral Universities: Very High Research Activity,21953,96,3372,1140,174,7905,97,94123,1314,0
20,New Mexico State University-Alamogordo,Associate's Colleges: High Transfer-High Nontraditional,1032,NA,NA,NA,NA,2064,88,65608,NA,0
22,Southeast New Mexico College,Associate's Colleges: High Transfer-High Nontraditional,1673,NA,NA,NA,NA,1176,91,70702,NA,0
34,New Mexico State University-Grants,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,825,NA,NA,NA,NA,2064,93,57283,NA,0
51,New Mexico State University-Main Campus,Doctoral Universities: High Research Activity,14268,78,2443,735,117,7301,96,86820,852,0
16,University of New Mexico-Valencia County Campus,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,1953,NA,NA,NA,NA,1878,94,59119,NA,0
40,Northern New Mexico College,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,1154,NA,95,0,0,4952,99,63033,0,0
23,San Juan College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,5454,NA,NA,NA,NA,1618,99,59207,NA,0
18,Santa Fe Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,3266,NA,NA,NA,NA,2145,92,59727,NA,0
27,University of the Southwest,Master's Colleges & Universities: Larger Programs,1066,NA,81,201,10,16200,100,34170,211,0
NA,Southwestern College,Special Focus Four-Year: Other Health Professions Schools,193,NA,0,53,0,NA,NA,68298,53,NA
13,Southwestern Indian Polytechnic Institute,Tribal Colleges,269,NA,NA,NA,NA,1095,100,63824,NA,0
24,University of New Mexico-Taos Campus,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,1222,NA,NA,NA,NA,1872,98,58271,NA,0
52,Mesalands Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,824,NA,NA,NA,NA,2136,100,64706,NA,0
31,Western New Mexico University,Master's Colleges & Universities: Larger Programs,3378,NA,260,268,0,6558,94,67721,268,0
40,Vaughn College of Aeronautics and Technology,Baccalaureate Colleges: Diverse Fields,1187,NA,122,0,0,26150,96,83707,0,0
67,Adelphi University,Doctoral/Professional Universities,7252,73,1253,914,29,42475,97,114132,943,1
26,SUNY Adirondack,Associate's Colleges: High Transfer-High Traditional,2662,NA,NA,NA,NA,5784,84,65650,NA,0
33,Bryant & Stratton College-Albany,Baccalaureate/Associate's Colleges: Associate's Dominant,296,NA,3,0,0,18356,95,40904,0,0
61,Albany College of Pharmacy and Health Sciences,Special Focus Four-Year: Other Health Professions Schools,930,66,80,33,0,37115,100,85949,33,0
NA,Albany Law School,Special Focus Four-Year: Law Schools,643,NA,0,35,0,NA,NA,97965,35,NA
NA,Albany Medical College,Special Focus Four-Year: Medical Schools & Centers,837,NA,0,81,8,NA,NA,NA,89,NA
53,Alfred University,Master's Colleges & Universities: Larger Programs,1813,51,400,125,10,36276,99,62586,135,0
66,American Academy of Dramatic Arts-New York,Special Focus Two-Year: Arts & Design,209,81,NA,NA,NA,37230,100,58906,NA,1
33,American Academy McAllister Institute of Funeral Service,Special Focus Two-Year: Arts & Design,382,NA,NA,NA,NA,18292,92,30124,NA,0
70,American Musical and Dramatic Academy,"Special Focus Four-Year: Arts, Music & Design Schools",1480,26,243,0,0,42960,100,52464,0,1
79,Associated Beth Rivkah Schools,Special Focus Two-Year: Other Fields,308,99,2,0,0,8000,99,51650,0,1
NA,Bank Street College of Education,Special Focus Four-Year: Other Special Focus Institutions,683,NA,0,234,0,NA,NA,89751,234,NA
72,Bard College,Baccalaureate Colleges: Arts & Sciences Focus,2706,46,419,147,2,57968,85,107230,149,1
92,Barnard College,Baccalaureate Colleges: Arts & Sciences Focus,3442,9,727,0,0,59687,53,132511,0,1
35,Berkeley College-New York,Baccalaureate Colleges: Diverse Fields,1882,NA,432,0,0,27600,98,71001,0,0
100,Phillips School of Nursing at Mount Sinai Beth Israel,Special Focus Four-Year: Other Health Professions Schools,329,NA,123,0,0,NA,NA,82607,0,1
89,Boricua College,Baccalaureate Colleges: Diverse Fields,461,NA,74,44,0,11025,94,44187,44,1
NA,Brooklyn Law School,Special Focus Four-Year: Law Schools,1210,NA,0,11,0,NA,NA,124513,11,NA
22,SUNY Broome Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,5409,NA,NA,NA,NA,6332,90,60724,NA,0
34,Bryant & Stratton College-Syracuse North,Baccalaureate/Associate's Colleges: Associate's Dominant,463,NA,8,0,0,18170,100,52642,0,0
31,Bryant & Stratton College-Buffalo,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,787,NA,67,0,0,17578,96,50498,0,0
21,Bryant & Stratton College-Greece,Baccalaureate/Associate's Colleges: Associate's Dominant,328,NA,2,0,0,18465,93,50254,0,0
66,Canisius College,Master's Colleges & Universities: Larger Programs,2492,78,433,356,0,30910,100,78550,356,1
67,St Paul's School of Nursing-Queens,Special Focus Two-Year: Health Professions,827,NA,NA,NA,NA,21270,95,62756,NA,1
25,Cayuga County Community College,Associate's Colleges: High Transfer-High Nontraditional,3479,NA,NA,NA,NA,6292,88,75854,NA,0
55,Cazenovia College,Baccalaureate Colleges: Diverse Fields,745,75,221,13,0,36668,100,52728,13,0
11,Central Yeshiva Tomchei Tmimim Lubavitz,Special Focus Four-Year: Faith-Related Institutions,768,92,94,25,0,7700,98,31249,25,0
73,Clarkson University,Doctoral Universities: High Research Activity,3719,78,649,402,41,54370,100,102809,443,1
24,Clinton Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,994,NA,NA,NA,NA,6756,99,53025,NA,0
NA,Cochran School of Nursing,Special Focus Two-Year: Health Professions,115,NA,NA,NA,NA,NA,NA,97978,NA,NA
NA,Colgate Rochester Crozer Divinity School,Special Focus Four-Year: Faith-Related Institutions,37,NA,0,2,0,NA,NA,50939,2,NA
91,Colgate University,Baccalaureate Colleges: Arts & Sciences Focus,3141,12,744,7,0,61966,46,112973,7,1
36,Metropolitan College of New York,Master's Colleges & Universities: Medium Programs,632,65,127,193,0,20188,100,76157,193,0
95,Columbia University in the City of New York,Doctoral Universities: Very High Research Activity,34782,4,2209,9372,578,63530,57,185958,9950,1
33,Columbia-Greene Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,1447,NA,NA,NA,NA,5616,77,52138,NA,0
83,The Cooper Union for the Advancement of Science and Art,Baccalaureate Colleges: Diverse Fields,958,22,174,48,0,46820,100,129288,48,1
95,Cornell University,Doctoral Universities: Very High Research Activity,25898,7,3781,3756,506,61015,59,148569,4262,1
NA,Weill Medical College of Cornell University,Special Focus Four-Year: Research Institutions,1327,NA,0,211,79,NA,NA,NA,290,NA
40,SUNY Corning Community College,Associate's Colleges: High Transfer-High Nontraditional,3786,NA,NA,NA,NA,5966,84,69600,NA,0
64,Pomeroy College of Nursing at Crouse Hospital,Special Focus Two-Year: Health Professions,215,53,NA,NA,NA,18037,100,79986,NA,0
71,Culinary Institute of America,"Special Focus Four-Year: Arts, Music & Design Schools",3124,95,330,34,0,35550,100,86467,34,1
74,CUNY Bernard M Baruch College,Master's Colleges & Universities: Larger Programs,19854,50,3755,1630,8,7464,100,114883,1638,1
24,CUNY Borough of Manhattan Community College,Associate's Colleges: High Transfer-High Traditional,17444,NA,NA,NA,NA,5170,99,101608,NA,0
21,CUNY Bronx Community College,Associate's Colleges: High Transfer-High Traditional,6715,NA,NA,NA,NA,5206,97,104959,NA,0
55,CUNY Brooklyn College,Master's Colleges & Universities: Larger Programs,14195,55,3093,925,0,7440,100,114704,925,0
35,College of Staten Island CUNY,Master's Colleges & Universities: Larger Programs,10248,NA,1682,290,0,7490,99,113589,290,0
59,CUNY City College,Doctoral Universities: High Research Activity,14489,67,2411,808,20,7340,100,118607,828,0
NA,CUNY Graduate School and University Center,Doctoral Universities: Very High Research Activity,8733,24,838,1457,348,7410,NA,124824,1805,NA
20,CUNY Hostos Community College,Associate's Colleges: High Transfer-High Traditional,4904,NA,NA,NA,NA,5208,99,100383,NA,0
56,CUNY Hunter College,Master's Colleges & Universities: Larger Programs,22970,48,3465,1868,6,7382,100,115460,1874,0
54,CUNY John Jay College of Criminal Justice,Master's Colleges & Universities: Larger Programs,13921,51,3338,728,0,7470,100,108141,728,0
27,CUNY Kingsborough Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,15042,NA,NA,NA,NA,5252,99,101631,NA,0
29,CUNY LaGuardia Community College,Associate's Colleges: High Transfer-High Traditional,13064,NA,NA,NA,NA,5218,99,108730,NA,0
54,CUNY Lehman College,Master's Colleges & Universities: Larger Programs,13015,55,2807,756,0,7410,100,106742,756,0
24,CUNY Medgar Evers College,Baccalaureate Colleges: Arts & Sciences Focus,3640,88,608,0,0,7352,97,106768,0,0
21,CUNY New York City College of Technology,Baccalaureate Colleges: Diverse Fields,13087,82,1416,0,0,7320,99,107101,0,0
56,CUNY Queens College,Master's Colleges & Universities: Larger Programs,17001,69,3330,972,0,7538,100,109058,972,0
26,CUNY Queensborough Community College,Associate's Colleges: High Transfer-High Traditional,9573,NA,NA,NA,NA,5210,97,104855,NA,0
NA,CUNY School of Law,Special Focus Four-Year: Law Schools,699,NA,0,0,0,NA,NA,152303,0,NA
33,CUNY York College,Master's Colleges & Universities: Small Programs,6446,59,1265,114,0,7358,99,105707,114,0
66,D'Youville  University,Doctoral/Professional Universities,2518,84,314,321,5,30108,98,73190,326,1
55,Daemen University,Doctoral/Professional Universities,2642,80,392,349,0,31250,100,64765,349,0
33,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Special Focus Four-Year: Faith-Related Institutions,51,67,4,0,0,13750,96,49017,0,0
53,Dominican University New York,Doctoral/Professional Universities,1407,89,282,106,0,31460,99,76434,106,0
27,Dutchess Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,7047,NA,NA,NA,NA,4976,71,81460,NA,0
100,Belanger School of Nursing,Special Focus Two-Year: Health Professions,141,80,NA,NA,NA,11489,100,75703,NA,1
56,Elmira College,Baccalaureate Colleges: Diverse Fields,657,96,165,20,0,36228,100,41741,20,0
24,Erie Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,7843,NA,NA,NA,NA,5722,75,50611,NA,0
83,Fashion Institute of Technology,Master's Colleges & Universities: Small Programs,8125,53,1603,87,0,5913,73,87718,87,1
29,Finger Lakes Community College,Associate's Colleges: High Transfer-High Nontraditional,5331,NA,NA,NA,NA,5722,100,60966,NA,0
40,Five Towns College,"Special Focus Four-Year: Arts, Music & Design Schools",546,58,134,7,2,25235,98,55818,9,0
83,Fordham University,Doctoral Universities: High Research Activity,16556,54,2304,2404,116,56161,96,134543,2520,1
31,Fulton-Montgomery Community College,Associate's Colleges: High Transfer-High Traditional,1812,NA,NA,NA,NA,5718,91,79036,NA,0
34,Genesee Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,4323,NA,NA,NA,NA,5240,83,62392,NA,0
92,Hamilton College,Baccalaureate Colleges: Arts & Sciences Focus,2072,12,492,0,0,59970,59,109165,0,1
53,Hartwick College,Baccalaureate Colleges: Arts & Sciences Focus,1103,60,224,2,0,49814,100,69387,2,0
NA,Helene Fuld College of Nursing,Special Focus Four-Year: Other Health Professions Schools,544,12,33,0,0,21930,82,87001,0,NA
30,Herkimer County Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,2030,NA,NA,NA,NA,5776,90,52063,NA,0
58,Hilbert College,Baccalaureate Colleges: Diverse Fields,877,95,168,27,0,25680,100,54714,27,0
74,Hobart William Smith Colleges,Baccalaureate Colleges: Arts & Sciences Focus,1607,68,464,25,0,60240,96,85848,25,1
68,Hofstra University,Doctoral/Professional Universities,10238,69,1383,1098,55,51360,99,127817,1153,1
60,Houghton University,Baccalaureate Colleges: Arts & Sciences Focus,833,77,209,16,0,16446,99,57634,16,0
29,Hudson Valley Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,9140,NA,NA,NA,NA,5964,73,66280,NA,0
57,Iona University,Master's Colleges & Universities: Larger Programs,3621,96,652,332,0,42828,100,93125,332,0
83,Island Drafting and Technical Institute,Special Focus Two-Year: Technical Professions,67,NA,NA,NA,NA,16950,88,52500,NA,1
74,Ithaca College,Master's Colleges & Universities: Larger Programs,5054,75,1269,136,0,46760,100,83573,136,1
35,Jamestown Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,3756,NA,NA,NA,NA,6350,98,58440,NA,0
61,Jamestown Business College,Special Focus Four-Year: Business & Management Schools,287,87,43,0,0,12945,99,49202,0,0
27,Jefferson Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,2292,NA,NA,NA,NA,5688,83,62799,NA,0
81,Jewish Theological Seminary of America,Special Focus Four-Year: Faith-Related Institutions,318,51,27,45,5,66064,73,111346,50,1
89,The Juilliard School,"Special Focus Four-Year: Arts, Music & Design Schools",986,11,120,161,8,51480,97,104090,169,1
50,Kehilath Yakov Rabbinical Seminary,Special Focus Four-Year: Faith-Related Institutions,187,NA,15,0,0,11200,100,19886,0,0
52,Keuka College,Master's Colleges & Universities: Medium Programs,1250,93,339,130,0,35030,100,55189,130,0
52,LIM College,Special Focus Four-Year: Business & Management Schools,1310,84,321,219,0,29454,97,60065,219,0
72,Le Moyne College,Master's Colleges & Universities: Larger Programs,3203,78,635,259,0,36610,100,85455,259,1
48,Long Island University,Doctoral Universities: High Research Activity,15737,93,1428,1344,101,39920,99,113125,1445,0
23,Long Island Business Institute,Special Focus Two-Year: Other Fields,743,85,NA,NA,NA,11066,99,33715,NA,0
15,Machzikei Hadath Rabbinical College,Special Focus Four-Year: Faith-Related Institutions,142,95,22,0,0,12300,90,54072,0,0
25,Mandl School-The College of Allied Health,Special Focus Two-Year: Health Professions,437,NA,NA,NA,NA,15100,93,58676,NA,0
72,Manhattan College,Master's Colleges & Universities: Larger Programs,3575,82,708,267,0,47220,100,107757,267,1
79,Manhattan School of Music,"Special Focus Four-Year: Arts, Music & Design Schools",1115,55,120,173,0,50840,83,72995,173,1
61,Manhattanville College,Master's Colleges & Universities: Larger Programs,2240,84,396,284,18,40380,100,79278,302,0
36,Maria College of Albany,Special Focus Four-Year: Other Health Professions Schools,805,97,54,0,0,16035,86,67036,0,0
81,Marist College,Master's Colleges & Universities: Larger Programs,6464,63,1212,368,0,43410,97,91550,368,1
57,Marymount Manhattan College,Baccalaureate Colleges: Arts & Sciences Focus,1608,72,297,0,0,37410,100,75529,0,0
35,Medaille University,Master's Colleges & Universities: Larger Programs,1727,69,198,272,0,33250,96,49060,272,0
100,St. Peter's Hospital College of Nursing,Special Focus Two-Year: Health Professions,121,100,NA,NA,NA,14292,NA,70009,NA,1
47,Mercy College,Master's Colleges & Universities: Larger Programs,8615,86,1444,777,0,20734,98,86213,777,0
29,Mesivta Torah Vodaath Rabbinical Seminary,Special Focus Four-Year: Faith-Related Institutions,549,93,75,0,0,13160,88,24251,0,0
75,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Special Focus Two-Year: Other Fields,47,58,2,0,0,9450,100,21150,0,1
11,Mesivtha Tifereth Jerusalem of America,Special Focus Four-Year: Faith-Related Institutions,81,62,4,4,3,12250,44,19368,7,0
33,Mildred Elley School-Albany Campus,Associate's Colleges: High Career & Technical-High Nontraditional,365,NA,NA,NA,NA,13873,94,52754,NA,0
42,Mirrer Yeshiva Cent Institute,Special Focus Four-Year: Faith-Related Institutions,138,80,6,3,3,11670,97,31217,6,0
33,Mohawk Valley Community College,Associate's Colleges: High Transfer-High Nontraditional,5539,NA,NA,NA,NA,5500,88,57784,NA,0
69,Molloy College,Master's Colleges & Universities: Larger Programs,4807,77,901,405,28,34310,97,99390,433,1
56,Monroe College,Master's Colleges & Universities: Larger Programs,7011,60,1023,337,0,16686,96,57838,337,0
21,Monroe Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,8283,NA,NA,NA,NA,5662,82,62057,NA,0
61,Mount Saint Mary College,Master's Colleges & Universities: Medium Programs,1918,88,379,126,0,36132,100,84853,126,0
NA,Montefiore School of Nursing,Special Focus Two-Year: Health Professions,95,NA,NA,NA,NA,NA,NA,88694,NA,NA
57,College of Mount Saint Vincent,Baccalaureate Colleges: Diverse Fields,2877,89,809,228,0,40980,97,84015,228,0
NA,Icahn School of Medicine at Mount Sinai,Special Focus Four-Year: Research Institutions,1253,NA,0,179,58,NA,NA,NA,237,NA
21,Nassau Community College,Associate's Colleges: High Transfer-High Traditional,11996,NA,NA,NA,NA,6330,71,100118,NA,0
69,Nazareth College,Master's Colleges & Universities: Larger Programs,2522,84,497,268,0,37815,100,73421,268,1
69,The New School,Doctoral Universities: High Research Activity,10108,57,1607,1047,57,52338,92,113306,1104,1
NA,Northeast College of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,551,NA,0,72,0,NA,NA,57611,72,NA
NA,New York Law School,Special Focus Four-Year: Law Schools,1050,NA,0,5,0,NA,NA,131287,5,NA
NA,New York Medical College,Special Focus Four-Year: Medical Schools & Centers,1454,NA,0,221,6,NA,NA,74155,227,NA
59,New York School for Medical and Dental Assistants,Special Focus Two-Year: Health Professions,266,NA,NA,NA,NA,NA,94,35700,NA,0
NA,New York Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,140,NA,0,23,0,NA,NA,40498,23,NA
87,New York University,Doctoral Universities: Very High Research Activity,59144,12,6839,9466,469,56500,53,152913,9935,1
32,Niagara County Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,3838,NA,NA,NA,NA,5980,81,76688,NA,0
72,Niagara University,Master's Colleges & Universities: Larger Programs,3858,90,707,325,14,35980,100,87037,339,1
27,North Country Community College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1604,NA,NA,NA,NA,6562,81,56464,NA,0
NA,New York College of Podiatric Medicine,Special Focus Four-Year: Other Health Professions Schools,334,NA,0,0,0,NA,NA,101867,0,NA
55,New York Institute of Technology,Master's Colleges & Universities: Larger Programs,6906,76,702,572,0,39760,99,115642,572,0
90,New York School of Interior Design,"Special Focus Four-Year: Arts, Music & Design Schools",633,65,24,63,0,27200,38,NA,63,1
40,Alliance University,Master's Colleges & Universities: Larger Programs,1595,100,167,187,0,26500,96,68436,187,0
